Gene	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6
AC009961.1	0.0	31.0	0.0	0.0	36.0	46.0
AC009994.1	0.0	1.0	2.0	4.0	0.0	0.0
AC010132.3	0.0	6.0	9.0	349.0	0.0	6.0
AC010186.2	0.0	162.0	91.0	76.0	0.0	33.0
AC010205.1	0.0	2.0	2.0	0.0	2.0	0.0
AC010240.2	0.0	2.0	2.0	0.0	0.0	0.0
AC010271.2	0.0	2.0	0.0	0.0	0.0	0.0
AC010275.1	0.0	12.0	0.0	0.0	0.0	0.0
AC010300.1	0.0	3.0	6.0	10.0	2.0	0.0
AC010319.1	0.0	4.0	1.0	0.0	2.0	0.0
AC010319.3	0.0	2.0	2.0	0.0	0.0	0.0
AC010319.5	0.0	5.0	2.0	3.0	2.0	0.0
AC010320.6	0.0	2.0	2.0	3.0	2.0	2.0
AC010327.4	0.0	44.0	249.0	83.0	176.0	38.0
AC010328.2	0.0	6.0	3.0	0.0	2.0	1.0
AC010332.1	0.0	6.0	5.0	4.0	4.0	2.0
AC010335.2	0.0	2.0	1.0	0.0	1.0	1.0
AC010335.3	0.0	2.0	2.0	0.0	1.0	1.0
AC010385.1	0.0	2.0	0.0	0.0	0.0	0.0
AC010395.2	0.0	2.0	0.0	0.0	0.0	0.0
AC010469.1	0.0	1.0	0.0	1.0	0.0	0.0
AC010487.2	0.0	3.0	2.0	0.0	1.0	1.0
AC010501.2	0.0	4.0	4.0	3.0	0.0	15.0
AC010525.2	0.0	0.0	0.0	0.0	0.0	0.0
AC010547.4	0.0	1.0	2.0	1.0	92.0	1.0
AC010598.1	0.0	1.0	1.0	1.0	1.0	1.0
AC010615.2	0.0	4.0	0.0	0.0	6.0	0.0
AC010619.2	0.0	15.0	37.0	1.0	0.0	31.0
AC010624.4	0.0	3.0	3.0	0.0	2.0	0.0
AC010632.2	0.0	1.0	0.0	0.0	0.0	0.0
AC010642.1	0.0	3.0	10.0	8.0	4.0	3.0
AC010655.1	0.0	4.0	2.0	2.0	2.0	0.0
AC010655.2	0.0	17.0	3.0	0.0	5.0	4.0
AC010680.5	0.0	1.0	0.0	0.0	2.0	4.0
AC010724.2	0.0	1.0	0.0	0.0	0.0	0.0
AC010724.3	0.0	19.0	19.0	0.0	0.0	0.0
AC010809.3	0.0	4.0	3.0	0.0	2.0	3.0
AC010853.1	0.0	1.0	3.0	2.0	2.0	3.0
AC010867.1	0.0	2.0	1.0	0.0	0.0	0.0
AC010976.2	0.0	2.0	0.0	0.0	2.0	0.0
AC010983.1	0.0	2.0	0.0	0.0	0.0	0.0
AC010997.4	0.0	71.0	0.0	0.0	0.0	0.0
AC011195.1	0.0	4.0	0.0	0.0	2.0	2.0
AC011330.1	0.0	2.0	1.0	0.0	1.0	1.0
AC011373.1	0.0	2.0	1.0	0.0	0.0	0.0
AC011416.2	0.0	1.0	0.0	0.0	0.0	0.0
AC011446.3	0.0	155.0	0.0	0.0	1.0	0.0
AC011452.2	0.0	0.0	4.0	2.0	0.0	0.0
AC011458.2	0.0	2.0	0.0	5.0	4.0	3.0
AC011466.4	0.0	2.0	2.0	0.0	1.0	0.0
AC011477.5	0.0	2.0	0.0	0.0	0.0	0.0
AC011503.3	0.0	3.0	1.0	4.0	4.0	4.0
AC011506.1	0.0	1.0	0.0	0.0	2.0	2.0
AC011530.1	0.0	10.0	4.0	12.0	4.0	2.0
AC011700.1	0.0	9.0	11.0	11.0	2.0	16.0
AC012038.2	0.0	2.0	0.0	0.0	0.0	0.0
AC012150.1	0.0	13.0	15.0	8.0	21.0	24.0
AC012183.1	0.0	2.0	2.0	0.0	2.0	0.0
AC012186.3	0.0	2.0	1.0	2.0	2.0	0.0
AC012213.3	0.0	9.0	4.0	6.0	6.0	7.0
AC012213.4	0.0	4.0	8.0	4.0	0.0	2.0
AC012254.3	0.0	9.0	4.0	0.0	0.0	0.0
AC012254.5	0.0	5.0	4.0	0.0	2.0	3.0
AC012308.1	0.0	2.0	0.0	0.0	1.0	1.0
AC012313.10	0.0	6.0	2.0	10.0	0.0	3.0
AC012355.1	0.0	7.0	2.0	0.0	0.0	43.0
AC012363.2	0.0	0.0	0.0	0.0	0.0	0.0
AC012378.2	0.0	10.0	14.0	9.0	0.0	0.0
AC012379.2	0.0	7.0	0.0	0.0	0.0	10.0
AC012409.2	0.0	2.0	1.0	3.0	3.0	7.0
AC012414.4	0.0	27.0	0.0	0.0	0.0	0.0
AC012417.1	0.0	2.0	2.0	0.0	6.0	4.0
AC012442.2	0.0	1.0	0.0	0.0	0.0	0.0
AC012569.1	0.0	5.0	2.0	2.0	0.0	2.0
AC012640.1	0.0	1.0	0.0	0.0	0.0	0.0
AC012645.1	0.0	29.0	10.0	0.0	0.0	0.0
AC012653.1	0.0	4.0	0.0	0.0	0.0	0.0
AC012676.2	0.0	1.0	2.0	1.0	0.0	0.0
AC012676.4	0.0	2.0	2.0	2.0	1.0	1.0
AC012676.6	0.0	1.0	2.0	1.0	0.0	0.0
AC012676.8	0.0	2.0	2.0	2.0	1.0	1.0
AC013267.1	0.0	3.0	0.0	0.0	0.0	0.0
AC013269.3	0.0	1.0	0.0	0.0	0.0	0.0
AC013400.1	0.0	7.0	4.0	7.0	6.0	0.0
AC013452.1	0.0	0.0	3.0	0.0	0.0	0.0
AC013460.1	0.0	18.0	0.0	0.0	0.0	0.0
AC013472.2	0.0	5.0	5.0	131.0	8.0	4.0
AC013553.3	0.0	2.0	0.0	0.0	4.0	0.0
AC013553.4	0.0	1.0	0.0	2.0	0.0	2.0
AC013643.3	0.0	1.0	2.0	0.0	0.0	2.0
AC013726.2	0.0	2.0	1.0	0.0	0.0	0.0
AC013726.3	0.0	2.0	1.0	0.0	0.0	0.0
AC015656.1	0.0	3.0	0.0	0.0	0.0	0.0
AC015660.4	0.0	2.0	0.0	0.0	0.0	0.0
AC015689.1	0.0	3.0	0.0	2.0	2.0	4.0
AC015712.1	0.0	46.0	64.0	0.0	58.0	15.0
AC015712.3	0.0	1.0	0.0	0.0	0.0	0.0
AC015712.4	0.0	2.0	0.0	0.0	0.0	0.0
AC015712.6	0.0	120.0	0.0	0.0	373.0	0.0
AC015799.1	0.0	9.0	6.0	8.0	11.0	4.0
AC015802.5	0.0	9.0	10.0	4.0	10.0	10.0
AC015813.4	0.0	2.0	0.0	0.0	0.0	0.0
AC015818.10	0.0	2.0	2.0	0.0	1.0	0.0
AC015849.5	0.0	1.0	0.0	0.0	1.0	1.0
AC015884.1	0.0	1.0	2.0	1.0	1.0	1.0
AC015884.2	0.0	1.0	2.0	1.0	1.0	1.0
AC015884.3	0.0	1.0	2.0	1.0	1.0	1.0
AC015909.2	0.0	5.0	0.0	0.0	0.0	0.0
AC015983.1	0.0	2.0	3.0	3.0	0.0	0.0
AC016245.2	0.0	10.0	0.0	0.0	0.0	0.0
AC016482.2	0.0	2.0	3.0	2.0	1.0	2.0
AC016586.2	0.0	3.0	1.0	0.0	0.0	0.0
AC016597.3	0.0	2.0	2.0	0.0	0.0	0.0
AC016747.3	0.0	4.0	13.0	5.0	8.0	0.0
AC016876.2	0.0	177.0	128.0	65.0	25.0	44.0
AC016957.1	0.0	4.0	3.0	4.0	3.0	1.0
AC016999.1	0.0	24.0	0.0	0.0	0.0	0.0
AC017002.2	0.0	1.0	0.0	0.0	0.0	0.0
AC017013.1	0.0	3.0	2.0	0.0	0.0	3.0
AC017071.1	0.0	2.0	4.0	2.0	0.0	0.0
AC017104.2	0.0	5.0	3.0	0.0	6.0	8.0
AC018371.2	0.0	2.0	0.0	0.0	0.0	0.0
AC018500.1	0.0	3.0	4.0	0.0	3.0	0.0
AC018521.7	0.0	6.0	12.0	0.0	4.0	3.0
AC018630.2	0.0	23.0	15.0	0.0	0.0	7.0
AC018641.1	0.0	6.0	0.0	2.0	0.0	4.0
AC018644.1	0.0	9.0	4.0	3.0	3.0	0.0
AC018648.1	0.0	8.0	0.0	6.0	4.0	3.0
AC018695.1	0.0	2.0	2.0	0.0	1.0	0.0
AC018755.3	0.0	13.0	14.0	0.0	2.0	0.0
AC018797.2	0.0	2.0	5.0	5.0	4.0	0.0
AC018868.2	0.0	2.0	2.0	6.0	2.0	4.0
AC018901.3	0.0	2.0	1.0	1.0	1.0	0.0
AC018926.1	0.0	7.0	5.0	8.0	6.0	3.0
AC018946.2	0.0	4.0	0.0	0.0	2.0	1.0
AC019077.1	0.0	10.0	0.0	0.0	7.0	10.0
AC019080.1	0.0	1.0	1.0	0.0	0.0	0.0
AC019117.2	0.0	2.0	10.0	0.0	16.0	0.0
AC019129.2	0.0	2.0	5.0	2.0	0.0	2.0
AC019131.3	0.0	9.0	0.0	0.0	0.0	0.0
AC019155.1	0.0	2.0	0.0	0.0	0.0	0.0
AC019171.1	0.0	5.0	2.0	0.0	3.0	0.0
AC019181.1	0.0	2.0	4.0	0.0	0.0	0.0
AC019206.1	0.0	8.0	6.0	2.0	6.0	2.0
AC019226.1	0.0	9.0	3.0	3.0	3.0	1.0
AC019257.7	0.0	2.0	7.0	6.0	2.0	2.0
AC019322.6	0.0	1.0	1.0	0.0	0.0	1.0
AC020558.3	0.0	2.0	0.0	0.0	0.0	1.0
AC020558.4	0.0	3.0	0.0	0.0	2.0	0.0
AC020612.3	0.0	8.0	0.0	0.0	0.0	0.0
AC020634.2	0.0	5.0	6.0	3.0	9.0	8.0
AC020656.2	0.0	3.0	7.0	0.0	0.0	3.0
AC020658.4	0.0	8.0	10.0	11.0	0.0	0.0
AC020658.5	0.0	2.0	0.0	6.0	4.0	2.0
AC020661.4	0.0	2.0	2.0	4.0	2.0	0.0
AC020663.5	0.0	5.0	0.0	0.0	0.0	0.0
AC020728.1	0.0	2.0	4.0	0.0	0.0	2.0
AC020763.2	0.0	0.0	0.0	0.0	0.0	0.0
AC020893.1	0.0	2.0	4.0	0.0	0.0	0.0
AC020915.4	0.0	3.0	3.0	0.0	2.0	1.0
AC020916.2	0.0	4.0	2.0	0.0	4.0	2.0
AC020916.4	0.0	4.0	2.0	0.0	4.0	2.0
AC020923.1	0.0	3.0	0.0	0.0	1.0	1.0
AC020937.1	0.0	3.0	0.0	4.0	2.0	0.0
AC020983.1	0.0	3.0	0.0	1.0	2.0	2.0
AC021016.2	0.0	26.0	49.0	27.0	0.0	25.0
AC021086.1	0.0	6.0	0.0	0.0	0.0	0.0
AC021105.1	0.0	1.0	0.0	0.0	0.0	0.0
AC021106.2	0.0	2.0	2.0	0.0	3.0	0.0
AC021171.1	0.0	2.0	5.0	2.0	0.0	4.0
AC021192.2	0.0	11.0	0.0	0.0	0.0	0.0
AC021218.1	0.0	76.0	0.0	62.0	0.0	109.0
AC021231.3	0.0	3.0	1.0	0.0	0.0	1.0
AC021269.3	0.0	8.0	2.0	2.0	0.0	1.0
AC021321.1	0.0	14.0	25.0	9.0	9.0	5.0
AC021483.1	0.0	2.0	0.0	0.0	0.0	0.0
AC021491.2	0.0	11.0	0.0	7.0	0.0	0.0
AC021491.4	0.0	3.0	5.0	4.0	3.0	2.0
AC021755.3	0.0	12.0	1.0	0.0	0.0	0.0
AC021822.1	0.0	1.0	0.0	0.0	0.0	0.0
AC021945.1	0.0	5.0	18.0	12.0	10.0	5.0
AC022075.1	0.0	19.0	20.0	0.0	114.0	0.0
AC022080.2	0.0	2.0	0.0	0.0	0.0	0.0
AC022080.3	0.0	5.0	2.0	0.0	0.0	0.0
AC022098.3	0.0	2.0	2.0	2.0	0.0	0.0
AC022098.8	0.0	2.0	2.0	2.0	0.0	0.0
AC022121.2	0.0	5.0	6.0	7.0	0.0	0.0
AC022164.1	0.0	6.0	2.0	2.0	0.0	0.0
AC022167.3	0.0	4.0	2.0	3.0	0.0	0.0
AC022217.2	0.0	2.0	3.0	0.0	7.0	4.0
AC022217.5	0.0	1.0	0.0	0.0	0.0	0.0
AC022306.1	0.0	13.0	10.0	7.0	8.0	2.0
AC022306.3	0.0	3.0	2.0	0.0	1.0	4.0
AC022336.2	0.0	2.0	8.0	13.0	4.0	4.0
AC022395.1	0.0	3.0	2.0	3.0	5.0	4.0
AC022467.1	0.0	2.0	0.0	0.0	0.0	2.0
AC022506.2	0.0	115.0	74.0	46.0	28.0	19.0
AC022558.3	0.0	7.0	10.0	0.0	4.0	0.0
AC022819.1	0.0	6.0	0.0	0.0	0.0	2.0
AC022826.1	0.0	2.0	3.0	1.0	1.0	0.0
AC022826.2	0.0	11.0	0.0	6.0	14.0	0.0
AC022898.2	0.0	5.0	7.0	0.0	0.0	0.0
AC022960.2	0.0	2.0	4.0	0.0	5.0	0.0
AC022966.2	0.0	53.0	0.0	0.0	0.0	12.0
AC023043.3	0.0	2.0	9.0	0.0	2.0	3.0
AC023050.5	0.0	6.0	7.0	6.0	0.0	0.0
AC023090.2	0.0	2.0	8.0	6.0	4.0	0.0
AC023141.1	0.0	1.0	0.0	0.0	0.0	0.0
AC023302.1	0.0	7.0	2.0	0.0	2.0	1.0
AC023389.3	0.0	2.0	7.0	0.0	0.0	0.0
AC023632.2	0.0	55.0	0.0	0.0	0.0	14.0
AC023794.7	0.0	8.0	8.0	10.0	6.0	2.0
AC023813.3	0.0	2.0	0.0	5.0	0.0	0.0
AC023906.5	0.0	24.0	21.0	0.0	0.0	0.0
AC023968.2	0.0	2.0	0.0	1.0	0.0	2.0
AC024051.10	0.0	1.0	2.0	3.0	0.0	0.0
AC024051.8	0.0	1.0	2.0	3.0	0.0	0.0
AC024082.2	0.0	1.0	0.0	0.0	0.0	0.0
AC024132.1	0.0	1.0	0.0	0.0	4.0	6.0
AC024257.4	0.0	1.0	0.0	0.0	0.0	0.0
AC024267.1	0.0	1.0	0.0	0.0	0.0	0.0
AC024337.2	0.0	17.0	27.0	0.0	0.0	0.0
AC024451.2	0.0	4.0	2.0	2.0	0.0	2.0
AC024451.4	0.0	1.0	0.0	1.0	0.0	0.0
AC024560.3	0.0	10.0	9.0	4.0	4.0	4.0
AC024580.2	0.0	19.0	23.0	11.0	6.0	7.0
AC024884.2	0.0	6.0	4.0	3.0	0.0	4.0
AC024933.1	0.0	3.0	4.0	3.0	0.0	3.0
AC024933.2	0.0	2.0	1.0	0.0	0.0	1.0
AC025030.1	0.0	6.0	2.0	2.0	4.0	2.0
AC025031.5	0.0	2.0	2.0	2.0	2.0	2.0
AC025162.2	0.0	10.0	2.0	3.0	0.0	3.0
AC025165.5	0.0	2.0	0.0	0.0	0.0	0.0
AC025165.6	0.0	4.0	0.0	0.0	0.0	0.0
AC025166.1	0.0	5.0	4.0	2.0	0.0	1.0
AC025171.4	0.0	14.0	26.0	10.0	20.0	2.0
AC025176.1	0.0	5.0	0.0	2.0	0.0	0.0
AC025259.2	0.0	2.0	3.0	6.0	2.0	0.0
AC025262.1	0.0	5.0	2.0	0.0	2.0	2.0
AC025265.1	0.0	23.0	37.0	1.0	31.0	15.0
AC025268.1	0.0	2.0	5.0	0.0	0.0	0.0
AC025278.2	0.0	6.0	4.0	3.0	7.0	0.0
AC025278.4	0.0	2.0	0.0	3.0	0.0	0.0
AC025279.3	0.0	1.0	1.0	1.0	1.0	1.0
AC025423.3	0.0	2.0	0.0	0.0	0.0	0.0
AC025449.2	0.0	31.0	19.0	0.0	14.0	13.0
AC025459.1	0.0	8.0	0.0	0.0	4.0	2.0
AC025594.2	0.0	7.0	5.0	0.0	2.0	2.0
AC025627.2	0.0	2.0	0.0	0.0	1.0	0.0
AC025647.3	0.0	3.0	0.0	0.0	0.0	0.0
AC025682.1	0.0	1.0	0.0	0.0	0.0	1.0
AC025754.2	0.0	1.0	0.0	0.0	0.0	8.0
AC025884.1	0.0	6.0	0.0	5.0	3.0	4.0
AC026185.1	0.0	1.0	3.0	0.0	1.0	1.0
AC026202.2	0.0	22.0	48.0	0.0	0.0	0.0
AC026310.3	0.0	2.0	0.0	2.0	0.0	4.0
AC026316.1	0.0	1.0	0.0	0.0	0.0	0.0
AC026316.2	0.0	8.0	8.0	0.0	0.0	0.0
AC026368.1	0.0	6.0	19.0	6.0	4.0	4.0
AC026410.2	0.0	2.0	0.0	1.0	0.0	2.0
AC026458.1	0.0	1.0	2.0	2.0	0.0	1.0
AC026471.2	0.0	12.0	0.0	0.0	0.0	0.0
AC026471.6	0.0	4.0	6.0	4.0	3.0	0.0
AC026740.3	0.0	12.0	0.0	0.0	0.0	0.0
AC026748.3	0.0	304.0	185.0	0.0	0.0	0.0
AC026956.1	0.0	1.0	0.0	0.0	0.0	1.0
AC026992.2	0.0	4.0	5.0	2.0	2.0	2.0
AC027176.1	0.0	4.0	1.0	1.0	3.0	1.0
AC027237.1	0.0	2.0	0.0	0.0	0.0	2.0
AC027243.3	0.0	7.0	9.0	2.0	1.0	3.0
AC027287.1	0.0	3.0	3.0	0.0	2.0	4.0
AC027290.1	0.0	1.0	3.0	0.0	2.0	0.0
AC027313.1	0.0	2.0	0.0	0.0	5.0	3.0
AC027334.1	0.0	1.0	0.0	0.0	0.0	0.0
AC027338.1	0.0	4.0	2.0	0.0	1.0	0.0
AC027345.1	0.0	2.0	1.0	0.0	0.0	0.0
AC027373.2	0.0	2.0	0.0	0.0	0.0	3.0
AC027544.4	0.0	2.0	0.0	0.0	0.0	0.0
AC027796.1	0.0	2.0	6.0	3.0	4.0	5.0
AC027796.3	0.0	55.0	0.0	0.0	0.0	0.0
AC027796.4	0.0	158.0	149.0	117.0	90.0	6.0
AC032011.1	0.0	2.0	2.0	6.0	3.0	0.0
AC032044.2	0.0	1.0	1.0	2.0	2.0	2.0
AC034102.8	0.0	3.0	5.0	4.0	8.0	5.0
AC034111.1	0.0	1.0	5.0	1.0	2.0	4.0
AC034223.2	0.0	4.0	0.0	0.0	0.0	0.0
AC034229.2	0.0	0.0	0.0	6.0	0.0	0.0
AC034229.3	0.0	12.0	20.0	9.0	12.0	4.0
AC034229.4	0.0	4.0	1.0	2.0	6.0	2.0
AC034229.5	0.0	1.0	1.0	0.0	0.0	0.0
AC036164.1	0.0	2.0	0.0	2.0	0.0	2.0
AC036176.2	0.0	7.0	2.0	9.0	0.0	0.0
AC037482.3	0.0	1.0	2.0	0.0	0.0	4.0
AC037487.3	0.0	1.0	1.0	5.0	1.0	1.0
AC037487.4	0.0	14.0	1.0	1.0	1.0	2.0
AC040160.2	0.0	4.0	6.0	1.0	7.0	0.0
AC040896.1	0.0	5.0	4.0	0.0	0.0	0.0
AC044784.1	0.0	5.0	0.0	0.0	0.0	0.0
AC044810.5	0.0	1.0	0.0	0.0	0.0	0.0
AC044849.1	0.0	8.0	5.0	4.0	4.0	3.0
AC046144.1	0.0	2.0	0.0	0.0	0.0	0.0
AC048380.2	0.0	2.0	8.0	2.0	2.0	0.0
AC048380.4	0.0	2.0	8.0	2.0	2.0	0.0
AC051619.4	0.0	7.0	0.0	0.0	0.0	0.0
AC051619.7	0.0	2.0	1.0	0.0	2.0	1.0
AC053481.2	0.0	273.0	105.0	76.0	23.0	0.0
AC053527.1	0.0	5.0	2.0	2.0	1.0	2.0
AC055716.2	0.0	2.0	3.0	2.0	0.0	5.0
AC055733.5	0.0	1.0	0.0	0.0	2.0	0.0
AC055764.2	0.0	4.0	2.0	1.0	0.0	2.0
AC055872.3	0.0	2.0	0.0	0.0	0.0	0.0
AC060780.1	0.0	42.0	612.0	467.0	429.0	160.0
AC060814.1	0.0	1.0	1.0	0.0	0.0	0.0
AC060834.1	0.0	4.0	0.0	1.0	2.0	5.0
AC061975.1	0.0	8.0	8.0	4.0	3.0	4.0
AC061999.1	0.0	3.0	2.0	2.0	1.0	0.0
AC062015.1	0.0	28.0	0.0	0.0	7.0	0.0
AC062037.1	0.0	1.0	2.0	1.0	1.0	0.0
AC063944.2	0.0	4.0	0.0	2.0	1.0	0.0
AC063950.1	0.0	1.0	2.0	0.0	0.0	1.0
AC063952.2	0.0	9.0	9.0	13.0	9.0	2.0
AC064807.1	0.0	248.0	81.0	13.0	154.0	7.0
AC064836.1	0.0	2.0	2.0	2.0	0.0	0.0
AC064847.1	0.0	1.0	2.0	2.0	0.0	1.0
AC066615.1	0.0	5.0	1.0	1.0	0.0	0.0
AC068205.4	0.0	2.0	3.0	3.0	4.0	3.0
AC068299.1	0.0	1.0	1.0	0.0	2.0	2.0
AC068305.1	0.0	1.0	1.0	0.0	0.0	1.0
AC068305.3	0.0	1.0	1.0	0.0	0.0	1.0
AC068338.3	0.0	8.0	4.0	14.0	9.0	9.0
AC068446.2	0.0	15.0	0.0	0.0	0.0	0.0
AC068448.2	0.0	1.0	1.0	0.0	0.0	1.0
AC068506.1	0.0	2.0	0.0	0.0	0.0	0.0
AC068531.1	0.0	1.0	0.0	0.0	0.0	0.0
AC068669.1	0.0	9.0	4.0	4.0	2.0	6.0
AC068724.4	0.0	348.0	0.0	0.0	0.0	456.0
AC068768.1	0.0	2.0	2.0	2.0	0.0	2.0
AC068775.1	0.0	45.0	0.0	25.0	0.0	0.0
AC068790.1	0.0	2.0	4.0	2.0	1.0	0.0
AC068802.1	0.0	4.0	2.0	0.0	1.0	0.0
AC068946.1	0.0	417.0	0.0	0.0	0.0	0.0
AC069200.2	0.0	3.0	3.0	4.0	5.0	2.0
AC069213.1	0.0	13.0	0.0	0.0	0.0	8.0
AC069213.2	0.0	1.0	4.0	0.0	2.0	0.0
AC069236.1	0.0	8.0	11.0	5.0	2.0	9.0
AC069257.3	0.0	3.0	1.0	2.0	4.0	1.0
AC069271.1	0.0	3.0	0.0	2.0	0.0	0.0
AC069360.1	0.0	48.0	41.0	20.0	23.0	27.0
AC069431.2	0.0	1.0	0.0	0.0	2.0	0.0
AC069499.3	0.0	1.0	3.0	3.0	1.0	5.0
AC069503.5	0.0	4.0	0.0	1.0	3.0	5.0
AC072039.2	0.0	4.0	5.0	5.0	0.0	0.0
AC072054.1	0.0	10.0	4.0	2.0	2.0	7.0
AC073089.1	0.0	2.0	0.0	0.0	0.0	2.0
AC073135.2	0.0	1.0	1.0	1.0	1.0	1.0
AC073135.5	0.0	1.0	0.0	0.0	0.0	0.0
AC073263.1	0.0	4.0	2.0	4.0	2.0	0.0
AC073263.2	0.0	6.0	0.0	4.0	0.0	0.0
AC073263.3	0.0	2.0	0.0	0.0	0.0	0.0
AC073310.1	0.0	1.0	0.0	2.0	0.0	0.0
AC073314.1	0.0	2.0	1.0	0.0	0.0	0.0
AC073326.1	0.0	4.0	6.0	0.0	0.0	0.0
AC073352.1	0.0	5.0	5.0	4.0	1.0	4.0
AC073370.1	0.0	2.0	0.0	0.0	5.0	0.0
AC073413.1	0.0	5.0	10.0	4.0	0.0	8.0
AC073439.1	0.0	2.0	0.0	0.0	6.0	0.0
AC073476.1	0.0	3.0	14.0	14.0	0.0	14.0
AC073476.3	0.0	18.0	6.0	8.0	9.0	6.0
AC073569.3	0.0	4.0	8.0	6.0	4.0	2.0
AC073592.8	0.0	1.0	0.0	0.0	0.0	0.0
AC073648.4	0.0	1.0	0.0	0.0	0.0	0.0
AC073648.6	0.0	2.0	0.0	1.0	2.0	2.0
AC073842.1	0.0	3.0	0.0	0.0	0.0	0.0
AC073916.1	0.0	1.0	0.0	0.0	0.0	0.0
AC074029.4	0.0	1.0	0.0	0.0	0.0	0.0
AC074051.3	0.0	1.0	0.0	0.0	3.0	0.0
AC074091.1	0.0	2.0	2.0	0.0	0.0	1.0
AC074138.1	0.0	3.0	4.0	9.0	6.0	4.0
AC074276.1	0.0	2.0	0.0	2.0	0.0	0.0
AC074276.2	0.0	1.0	0.0	0.0	0.0	0.0
AC078818.1	0.0	1.0	3.0	1.0	0.0	0.0
AC078883.3	0.0	4.0	0.0	0.0	0.0	0.0
AC078916.1	0.0	4.0	1.0	4.0	0.0	0.0
AC079089.1	0.0	100.0	0.0	0.0	0.0	0.0
AC079089.2	0.0	1.0	2.0	4.0	4.0	2.0
AC079145.1	0.0	71.0	1.0	19.0	1.0	0.0
AC079171.1	0.0	3.0	3.0	0.0	0.0	2.0
AC079193.1	0.0	2.0	0.0	0.0	0.0	0.0
AC079316.1	0.0	3.0	0.0	0.0	0.0	1.0
AC079331.1	0.0	1.0	0.0	4.0	0.0	0.0
AC079354.1	0.0	15.0	0.0	0.0	3.0	0.0
AC079355.2	0.0	2.0	1.0	0.0	1.0	2.0
AC079416.2	0.0	2.0	5.0	6.0	8.0	3.0
AC079448.1	0.0	4.0	0.0	0.0	0.0	0.0
AC079753.2	0.0	7.0	0.0	0.0	0.0	0.0
AC079768.1	0.0	2.0	0.0	2.0	0.0	2.0
AC079776.1	0.0	3.0	0.0	2.0	1.0	18.0
AC079776.2	0.0	1.0	0.0	0.0	1.0	1.0
AC079804.2	0.0	1.0	0.0	0.0	0.0	2.0
AC079807.1	0.0	13.0	15.0	11.0	0.0	2.0
AC079880.3	0.0	4.0	2.0	0.0	2.0	0.0
AC079922.2	0.0	52.0	49.0	111.0	0.0	0.0
AC079926.1	0.0	1.0	0.0	1.0	0.0	0.0
AC079946.1	0.0	1.0	1.0	0.0	0.0	0.0
AC080013.5	0.0	2.0	0.0	4.0	0.0	0.0
AC080038.3	0.0	5.0	6.0	0.0	2.0	4.0
AC080078.2	0.0	1.0	0.0	0.0	0.0	0.0
AC083798.1	0.0	1.0	3.0	2.0	0.0	1.0
AC083862.1	0.0	674.0	526.0	342.0	447.0	37.0
AC083939.1	0.0	1.0	0.0	0.0	0.0	0.0
AC083964.2	0.0	4.0	5.0	0.0	2.0	0.0
AC084033.2	0.0	1.0	1.0	0.0	0.0	0.0
AC084033.3	0.0	1.0	1.0	0.0	0.0	0.0
AC084116.3	0.0	6.0	0.0	0.0	0.0	0.0
AC084757.3	0.0	7.0	0.0	0.0	3.0	0.0
AC084757.4	0.0	1.0	10.0	0.0	0.0	0.0
AC084782.3	0.0	2.0	0.0	0.0	3.0	2.0
AC084824.3	0.0	1.0	0.0	0.0	0.0	0.0
AC084876.2	0.0	12.0	2.0	0.0	0.0	0.0
AC087072.1	0.0	2.0	1.0	1.0	0.0	4.0
AC087163.1	0.0	2.0	0.0	0.0	0.0	0.0
AC087203.1	0.0	5.0	3.0	0.0	5.0	0.0
AC087203.2	0.0	7.0	1.0	0.0	2.0	0.0
AC087203.3	0.0	1.0	0.0	0.0	0.0	2.0
AC087239.1	0.0	10.0	8.0	2.0	0.0	2.0
AC087273.1	0.0	3.0	2.0	0.0	0.0	0.0
AC087283.1	0.0	4.0	0.0	0.0	1.0	3.0
AC087294.1	0.0	50.0	0.0	25.0	0.0	29.0
AC087311.1	0.0	2.0	0.0	0.0	0.0	2.0
AC087382.1	0.0	1.0	0.0	1.0	0.0	0.0
AC087386.2	0.0	1.0	2.0	0.0	2.0	0.0
AC087392.3	0.0	13.0	15.0	7.0	12.0	2.0
AC087441.2	0.0	1.0	0.0	0.0	0.0	0.0
AC087481.1	0.0	1.0	1.0	5.0	0.0	2.0
AC087533.1	0.0	45.0	0.0	0.0	0.0	0.0
AC087639.1	0.0	1.0	0.0	0.0	0.0	0.0
AC087667.1	0.0	10.0	55.0	0.0	16.0	0.0
AC087683.1	0.0	1.0	0.0	2.0	0.0	0.0
AC087752.2	0.0	2.0	3.0	0.0	0.0	2.0
AC087752.4	0.0	7.0	4.0	2.0	4.0	0.0
AC087897.1	0.0	1.0	0.0	0.0	0.0	1.0
AC089984.2	0.0	2.0	0.0	1.0	2.0	0.0
AC089998.3	0.0	2.0	0.0	0.0	3.0	0.0
AC089999.1	0.0	1.0	1.0	0.0	0.0	0.0
AC089999.2	0.0	3.0	0.0	1.0	1.0	0.0
AC090004.2	0.0	65.0	0.0	0.0	0.0	0.0
AC090015.1	0.0	2.0	0.0	1.0	1.0	1.0
AC090058.1	0.0	2.0	1.0	0.0	2.0	0.0
AC090151.1	0.0	2.0	0.0	0.0	0.0	2.0
AC090152.1	0.0	68.0	50.0	48.0	54.0	0.0
